,target
5797,11
5798,9
5799,1
5800,15
5801,17
5802,9
5803,13
5804,8
5805,6
5806,2
5807,14
5808,4
5809,9
5810,19
5811,8
5812,11
5813,14
5814,0
5815,4
5816,18
5817,7
5818,16
5819,3
5820,18
5821,1
5822,16
5823,9
5824,15
5825,17
5826,15
5827,5
5828,17
5829,17
5830,4
5831,15
5832,9
5833,17
5834,6
5835,7
5836,19
5837,13
5838,16
5839,12
5840,18
5841,12
5842,16
5843,2
5844,11
5845,15
5846,14
5847,3
5848,19
5849,9
5850,10
5851,7
5852,18
5853,11
5854,13
5855,1
5856,11
5857,3
5858,13
5859,16
5860,8
5861,8
5862,5
5863,6
5864,15
5865,1
5866,11
5867,3
5868,13
5869,6
5870,8
5871,4
5872,5
5873,4
5874,16
5875,17
5876,16
5877,14
5878,11
5879,9
5880,14
5881,9
5882,0
5883,10
5884,9
5885,15
5886,14
5887,6
5888,6
5889,6
5890,5
5891,17
5892,17
5893,7
5894,17
5895,16
5896,6
5897,2
5898,11
5899,16
5900,13
5901,6
5902,11
5903,14
5904,11
5905,1
5906,12
5907,12
5908,12
5909,9
5910,6
5911,0
5912,13
5913,17
5914,12
5915,4
5916,17
5917,3
5918,9
5919,11
5920,14
5921,16
5922,12
5923,16
5924,17
5925,9
5926,19
5927,3
5928,4
5929,14
5930,9
5931,19
5932,17
5933,1
5934,3
5935,3
5936,1
5937,18
5938,19
5939,14
5940,3
5941,4
5942,3
5943,0
5944,12
5945,16
5946,3
5947,12
5948,11
5949,11
5950,18
5951,16
5952,1
5953,0
5954,9
5955,4
5956,6
5957,11
5958,19
5959,3
5960,8
5961,18
5962,6
5963,9
5964,10
5965,3
5966,19
5967,3
5968,0
5969,14
5970,0
5971,3
5972,2
5973,12
5974,15
5975,13
5976,11
5977,2
5978,11
5979,5
5980,10
5981,4
5982,17
5983,17
5984,17
5985,1
5986,15
5987,12
5988,16
5989,11
5990,5
5991,10
5992,13
5993,18
5994,10
5995,8
5996,11
5997,9
5998,18
5999,16
6000,16
6001,8
6002,2
6003,13
6004,2
6005,11
6006,8
6007,5
6008,0
6009,16
6010,2
6011,19
6012,9
6013,19
6014,10
6015,11
6016,6
6017,12
6018,15
6019,15
6020,15
6021,13
6022,13
6023,16
6024,2
6025,8
6026,7
6027,13
6028,14
6029,3
6030,5
6031,6
6032,9
6033,13
6034,11
6035,9
6036,1
6037,13
6038,11
6039,5
6040,3
6041,5
6042,8
6043,18
6044,5
6045,2
6046,13
6047,5
6048,6
6049,16
6050,14
6051,5
6052,16
6053,16
6054,8
6055,18
6056,12
6057,1
6058,13
6059,5
6060,9
6061,19
6062,2
6063,17
6064,0
6065,16
6066,15
6067,7
6068,11
6069,4
6070,5
6071,9
6072,2
6073,10
6074,4
6075,5
6076,19
6077,16
6078,8
6079,3
6080,16
6081,18
6082,1
6083,16
6084,2
6085,11
6086,0
6087,5
6088,11
6089,18
6090,12
6091,2
6092,17
6093,8
6094,18
6095,11
6096,5
6097,18
6098,10
6099,5
6100,13
6101,19
6102,4
6103,3
6104,18
6105,5
6106,12
6107,18
6108,14
6109,8
6110,8
6111,15
6112,19
6113,5
6114,12
6115,8
6116,11
6117,5
6118,18
6119,0
6120,10
6121,5
6122,6
6123,9
6124,15
6125,10
6126,13
6127,7
6128,2
6129,7
6130,18
6131,3
6132,6
6133,9
6134,1
6135,5
6136,15
6137,2
6138,9
6139,3
6140,1
6141,7
6142,1
6143,14
6144,9
6145,2
6146,19
6147,9
6148,14
6149,8
6150,9
6151,5
6152,8
6153,5
6154,17
6155,5
6156,9
6157,10
6158,12
6159,14
6160,3
6161,12
6162,13
6163,13
6164,12
6165,10
6166,11
6167,8
6168,4
6169,16
6170,15
6171,0
6172,4
6173,19
6174,17
6175,8
6176,7
6177,19
6178,12
6179,1
6180,1
6181,7
6182,10
6183,2
6184,12
6185,17
6186,17
6187,5
6188,3
6189,13
6190,18
6191,9
6192,14
6193,4
6194,13
6195,2
6196,16
6197,1
6198,18
6199,13
6200,3
6201,19
6202,0
6203,13
6204,6
6205,5
6206,7
6207,8
6208,4
6209,14
6210,13
6211,5
6212,16
6213,14
6214,17
6215,5
6216,3
6217,14
6218,10
6219,9
6220,14
6221,4
6222,19
6223,18
6224,7
6225,13
6226,11
6227,14
6228,2
6229,5
6230,12
6231,7
6232,8
6233,8
6234,18
6235,10
6236,14
6237,3
6238,18
6239,8
6240,15
6241,10
6242,2
6243,11
6244,16
6245,9
6246,17
6247,16
6248,12
6249,13
6250,19
6251,1
6252,9
6253,1
6254,9
6255,1
6256,14
6257,0
6258,1
6259,17
6260,9
6261,16
6262,4
6263,18
6264,14
6265,1
6266,3
6267,15
6268,7
6269,9
6270,6
6271,1
6272,16
6273,16
6274,7
6275,2
6276,15
6277,9
6278,6
6279,14
6280,10
6281,9
6282,4
6283,11
6284,8
6285,7
6286,8
6287,3
6288,7
6289,2
6290,15
6291,17
6292,9
6293,9
6294,18
6295,12
6296,9
6297,14
6298,9
6299,8
6300,6
6301,11
6302,4
6303,8
6304,7
6305,1
6306,4
6307,15
6308,2
6309,7
6310,19
6311,1
6312,7
6313,17
6314,17
6315,13
6316,14
6317,1
6318,2
6319,4
6320,10
6321,10
6322,17
6323,8
6324,2
6325,1
6326,9
6327,17
6328,16
6329,9
6330,6
6331,0
6332,2
6333,9
6334,6
6335,10
6336,5
6337,9
6338,1
6339,3
6340,15
6341,17
6342,15
6343,1
6344,15
6345,8
6346,18
6347,1
6348,3
6349,9
6350,14
6351,14
6352,19
6353,5
6354,9
6355,4
6356,15
6357,3
6358,9
6359,6
6360,19
6361,10
6362,3
6363,12
6364,4
6365,7
6366,2
6367,4
6368,10
6369,14
6370,3
6371,7
6372,9
6373,19
6374,7
6375,9
6376,0
6377,0
6378,16
6379,6
6380,17
6381,18
6382,15
6383,10
6384,5
6385,11
6386,3
6387,14
6388,16
6389,2
6390,16
6391,15
6392,10
6393,4
6394,12
6395,16
6396,3
6397,8
6398,14
6399,4
6400,13
6401,12
6402,11
6403,15
6404,1
6405,2
6406,2
6407,16
6408,16
6409,1
6410,0
6411,19
6412,19
6413,4
6414,6
6415,4
6416,10
6417,4
6418,7
6419,0
6420,2
6421,18
6422,1
6423,13
6424,8
6425,1
6426,14
6427,2
6428,7
6429,5
6430,10
6431,5
6432,15
6433,0
6434,3
6435,1
6436,15
6437,17
6438,15
6439,10
6440,11
6441,8
6442,17
6443,11
6444,9
6445,10
6446,3
6447,4
6448,0
6449,13
6450,1
6451,19
6452,12
6453,2
6454,14
6455,12
6456,16
6457,8
6458,15
6459,16
6460,14
6461,12
6462,17
6463,16
6464,3
6465,2
6466,3
6467,0
6468,5
6469,10
6470,12
6471,13
6472,16
6473,14
6474,16
6475,17
6476,6
6477,3
6478,3
6479,3
6480,9
6481,3
6482,19
6483,6
6484,14
6485,15
6486,1
6487,4
6488,4
6489,8
6490,4
6491,13
6492,0
6493,2
6494,2
6495,19
6496,14
6497,15
6498,1
6499,2
6500,0
6501,4
6502,1
6503,9
6504,4
6505,6
6506,15
6507,1
6508,15
6509,11
6510,7
6511,6
6512,13
6513,9
6514,12
6515,2
6516,0
6517,12
6518,14
6519,3
6520,3
6521,0
6522,16
6523,1
6524,3
6525,1
6526,14
6527,17
6528,13
6529,1
6530,10
6531,13
6532,15
6533,2
6534,10
6535,11
6536,10
6537,16
6538,16
6539,17
6540,15
6541,6
6542,2
6543,16
6544,7
6545,12
6546,5
6547,8
6548,14
6549,2
6550,9
6551,11
6552,19
6553,4
6554,1
6555,4
6556,19
6557,6
6558,2
6559,3
6560,5
6561,4
6562,11
6563,15
6564,4
6565,13
6566,13
6567,18
6568,14
6569,13
6570,5
6571,4
6572,14
6573,11
6574,18
6575,2
6576,14
6577,9
6578,14
6579,4
6580,7
6581,7
6582,19
6583,1
6584,7
6585,8
6586,14
6587,10
6588,3
6589,15
6590,11
6591,3
6592,12
6593,8
6594,11
6595,3
6596,15
6597,0
6598,15
6599,15
6600,19
6601,6
6602,18
6603,16
6604,1
6605,3
6606,6
6607,14
6608,19
6609,18
6610,13
6611,5
6612,1
6613,17
6614,2
6615,14
6616,7
6617,10
6618,1
6619,9
6620,14
6621,16
6622,9
6623,5
6624,4
6625,7
6626,3
6627,8
6628,4
6629,17
6630,5
6631,6
6632,8
6633,9
6634,9
6635,18
6636,19
6637,2
6638,12
6639,13
6640,4
6641,3
6642,12
6643,9
6644,1
6645,12
6646,8
6647,4
6648,10
6649,13
6650,0
6651,0
6652,11
6653,3
6654,12
6655,18
6656,12
6657,5
6658,15
6659,3
6660,1
6661,3
6662,17
6663,0
6664,12
6665,3
6666,5
6667,6
6668,10
6669,10
6670,4
6671,16
6672,7
6673,3
6674,4
6675,0
6676,3
6677,13
6678,5
6679,9
6680,6
6681,9
6682,18
6683,10
6684,18
6685,14
6686,4
6687,4
6688,3
6689,13
6690,9
6691,11
6692,7
6693,4
6694,1
6695,13
6696,7
6697,3
6698,17
6699,8
6700,15
6701,12
6702,3
6703,1
6704,14
6705,11
6706,19
6707,14
6708,16
6709,4
6710,1
6711,0
6712,4
6713,4
6714,17
6715,18
6716,2
6717,1
6718,10
6719,1
6720,3
6721,12
6722,17
6723,1
6724,8
6725,7
6726,13
6727,4
6728,8
6729,2
6730,16
6731,11
6732,1
6733,6
6734,12
6735,0
6736,7
6737,14
6738,18
6739,2
6740,0
6741,5
6742,18
6743,6
6744,12
6745,18
6746,19
6747,13
6748,5
6749,10
6750,18
6751,18
6752,16
6753,2
6754,11
6755,9
6756,2
6757,16
6758,2
6759,6
6760,13
6761,2
6762,5
6763,4
6764,3
6765,11
6766,1
6767,6
6768,1
6769,4
6770,11
6771,1
6772,4
6773,7
6774,16
6775,3
6776,15
6777,5
6778,18
6779,8
6780,12
6781,16
6782,9
6783,17
6784,12
6785,9
6786,13
6787,11
6788,5
6789,12
6790,13
6791,16
6792,16
6793,13
6794,13
6795,8
6796,4
6797,15
6798,2
6799,3
6800,18
6801,2
6802,14
6803,9
6804,2
6805,12
6806,11
6807,17
6808,15
6809,15
6810,6
6811,9
6812,1
6813,15
6814,13
6815,12
6816,1
6817,14
6818,8
6819,7
6820,5
6821,6
6822,12
6823,5
6824,14
6825,11
6826,6
6827,10
6828,10
6829,14
6830,5
6831,4
6832,2
6833,15
6834,5
6835,12
6836,17
6837,5
6838,6
6839,10
6840,6
6841,7
6842,5
6843,8
6844,17
6845,15
6846,15
6847,1
6848,9
6849,19
6850,18
6851,15
6852,6
6853,2
6854,7
6855,3
6856,13
6857,13
6858,4
6859,10
6860,6
6861,1
6862,5
6863,18
6864,2
6865,3
6866,12
6867,12
6868,5
6869,14
6870,1
6871,7
6872,9
6873,0
6874,3
6875,11
6876,5
6877,10
6878,6
6879,9
6880,18
6881,11
6882,4
6883,13
6884,0
6885,18
6886,15
6887,16
6888,16
6889,8
6890,2
6891,10
6892,12
6893,12
6894,16
6895,8
6896,10
6897,17
6898,4
6899,10
6900,6
6901,12
6902,10
6903,8
6904,2
6905,18
6906,5
6907,10
6908,14
6909,0
6910,15
6911,11
6912,9
6913,18
6914,11
6915,10
6916,16
6917,7
6918,8
6919,9
6920,17
6921,1
6922,1
6923,4
6924,8
6925,13
6926,3
6927,3
6928,9
6929,11
6930,10
6931,13
6932,0
6933,18
6934,1
6935,11
6936,1
6937,17
6938,12
6939,16
6940,7
6941,14
6942,3
6943,6
6944,14
6945,5
6946,4
6947,1
6948,8
6949,14
6950,11
6951,15
6952,19
6953,11
6954,17
6955,19
6956,17
6957,14
6958,17
6959,5
6960,5
6961,3
6962,15
6963,1
6964,14
6965,2
6966,7
6967,10
6968,18
6969,5
6970,3
6971,19
6972,5
6973,9
6974,7
6975,4
6976,5
6977,10
6978,5
6979,12
6980,10
6981,3
6982,16
6983,12
6984,17
6985,10
6986,13
6987,1
6988,11
6989,2
6990,5
6991,17
6992,17
6993,2
6994,2
6995,17
6996,8
6997,7
6998,5
6999,7
7000,4
7001,7
7002,13
7003,10
7004,5
7005,14
7006,14
7007,11
7008,16
7009,1
7010,10
7011,13
7012,17
7013,10
7014,2
7015,10
7016,17
7017,16
7018,1
7019,0
7020,9
7021,7
7022,3
7023,8
7024,3
7025,13
7026,9
7027,5
7028,6
7029,9
7030,12
7031,1
7032,15
7033,9
7034,10
7035,2
7036,15
7037,12
7038,16
7039,14
7040,5
7041,11
7042,8
7043,13
7044,19
7045,9
7046,15
7047,18
7048,18
7049,1
7050,16
7051,14
7052,6
7053,11
7054,0
7055,6
7056,15
7057,2
7058,6
7059,7
7060,14
7061,8
7062,2
7063,5
7064,14
7065,2
7066,7
7067,1
7068,18
7069,2
7070,10
7071,9
7072,7
7073,12
7074,5
7075,0
7076,18
7077,2
7078,1
7079,13
7080,3
7081,1
7082,12
7083,2
7084,4
7085,15
7086,5
7087,10
7088,9
7089,4
7090,4
7091,3
7092,4
7093,3
7094,5
7095,10
7096,12
7097,0
7098,3
7099,6
7100,15
7101,15
7102,16
7103,4
7104,14
7105,5
7106,13
7107,4
7108,13
7109,8
7110,14
7111,12
7112,11
7113,7
7114,3
7115,17
7116,10
7117,11
7118,16
7119,3
7120,11
7121,19
7122,1
7123,19
7124,7
7125,19
7126,3
7127,15
7128,5
7129,8
7130,13
7131,8
7132,7
7133,4
7134,3
7135,14
7136,17
7137,16
7138,0
7139,18
7140,5
7141,17
7142,19
7143,14
7144,16
7145,0
7146,14
7147,3
7148,10
7149,11
7150,11
7151,11
7152,18
7153,13
7154,15
7155,16
7156,11
7157,4
7158,1
7159,12
7160,10
7161,2
7162,16
7163,18
7164,12
7165,6
7166,8
7167,7
7168,2
7169,8
7170,4
7171,19
7172,2
7173,9
7174,8
7175,7
7176,5
7177,14
7178,0
7179,15
7180,12
7181,15
7182,9
7183,18
7184,16
7185,17
7186,11
7187,10
7188,15
7189,1
7190,11
7191,17
7192,15
7193,5
7194,18
7195,10
7196,11
7197,15
7198,1
7199,1
7200,18
7201,0
7202,12
7203,4
7204,11
7205,0
7206,9
7207,18
7208,13
7209,11
7210,6
7211,19
7212,8
7213,13
7214,14
7215,11
7216,13
7217,17
7218,7
7219,0
7220,7
7221,14
7222,17
7223,7
7224,12
7225,9
7226,4
7227,9
7228,14
7229,17
7230,12
7231,7
7232,9
7233,8
7234,14
7235,9
7236,17
7237,8
7238,15
7239,4
7240,17
7241,6
7242,19
7243,13
7244,8
7245,17
7246,3
7247,2
7248,16
7249,11
7250,13
7251,5
7252,13
7253,6
7254,0
7255,12
7256,4
7257,15
7258,3
7259,14
7260,0
7261,0
7262,6
7263,4
7264,2
7265,13
7266,3
7267,12
7268,12
7269,8
7270,10
7271,6
7272,7
7273,10
7274,16
7275,13
7276,7
7277,10
7278,19
7279,1
7280,0
7281,19
7282,1
7283,3
7284,3
7285,13
7286,17
7287,7
7288,17
7289,17
7290,2
7291,16
7292,8
7293,8
7294,3
7295,2
7296,4
7297,17
7298,17
7299,5
7300,14
7301,6
7302,10
7303,11
7304,16
7305,7
7306,1
7307,10
7308,10
7309,19
7310,11
7311,14
7312,19
7313,7
7314,13
7315,6
7316,1
7317,12
7318,6
7319,19
7320,16
7321,0
7322,3
7323,6
7324,8
7325,9
7326,1
7327,5
7328,8
7329,13
7330,0
7331,10
7332,19
7333,16
7334,3
7335,18
7336,7
7337,13
7338,9
7339,19
7340,15
7341,9
7342,8
7343,6
7344,19
7345,14
7346,9
7347,4
7348,1
7349,16
7350,17
7351,13
7352,17
7353,8
7354,16
7355,13
7356,0
7357,13
7358,19
7359,1
7360,13
7361,15
7362,1
7363,6
7364,19
7365,3
7366,4
7367,18
7368,0
7369,0
7370,7
7371,9
7372,4
7373,7
7374,8
7375,11
7376,17
7377,16
7378,9
7379,3
7380,11
7381,4
7382,14
7383,1
7384,13
7385,9
7386,16
7387,2
7388,12
7389,2
7390,11
7391,13
7392,9
7393,15
7394,9
7395,10
7396,0
7397,7
7398,16
7399,1
7400,12
7401,5
7402,13
7403,15
7404,2
7405,16
7406,2
7407,13
7408,17
7409,19
7410,4
7411,10
7412,9
7413,11
7414,4
7415,0
7416,8
7417,3
7418,4
7419,15
7420,10
7421,9
7422,12
7423,1
7424,3
7425,7
7426,6
7427,15
7428,11
7429,12
7430,17
7431,15
7432,6
7433,17
7434,10
7435,7
7436,8
7437,2
7438,13
7439,1
7440,17
7441,16
7442,9
7443,11
7444,8
7445,12
7446,2
7447,7
7448,14
7449,5
7450,5
7451,11
7452,11
7453,17
7454,1
7455,12
7456,5
7457,4
7458,4
7459,11
7460,14
7461,6
7462,2
7463,6
7464,15
7465,14
7466,4
7467,2
7468,0
7469,5
7470,8
7471,16
7472,6
7473,12
7474,3
7475,16
7476,12
7477,17
7478,10
7479,10
7480,15
7481,5
7482,15
7483,19
7484,7
7485,9
7486,11
7487,16
7488,14
7489,17
7490,3
7491,0
7492,4
7493,13
7494,8
7495,6
7496,5
7497,11
7498,16
7499,3
7500,2
7501,16
7502,8
7503,19
7504,5
7505,13
7506,14
7507,3
7508,13
7509,14
7510,18
7511,2
7512,5
7513,4
7514,13
7515,10
7516,19
7517,19
7518,3
7519,12
7520,11
7521,2
7522,2
7523,7
7524,15
7525,10
7526,8
7527,1
7528,9
7529,15
7530,12
7531,9
7532,15
7533,15
7534,6
7535,19
7536,10
7537,8
7538,6
7539,0
7540,4
7541,17
7542,13
7543,3
7544,6
7545,14
7546,17
7547,6
7548,8
7549,14
7550,14
7551,9
7552,0
7553,3
7554,14
7555,17
7556,11
7557,11
7558,17
7559,9
7560,18
7561,5
7562,18
7563,16
7564,12
7565,12
7566,1
7567,5
7568,1
7569,0
7570,5
7571,2
7572,2
7573,12
7574,9
7575,0
7576,9
7577,13
7578,10
7579,1
7580,16
7581,6
7582,14
7583,15
7584,11
7585,15
7586,16
7587,0
7588,9
7589,17
7590,7
7591,3
7592,9
7593,14
7594,1
7595,10
7596,8
7597,15
7598,18
7599,19
7600,15
7601,9
7602,2
7603,4
7604,11
7605,8
7606,8
7607,8
7608,14
7609,4
7610,2
7611,6
7612,19
7613,4
7614,9
7615,16
7616,12
7617,0
7618,5
7619,4
7620,16
7621,6
7622,12
7623,15
7624,9
7625,8
7626,13
7627,6
7628,8
7629,11
7630,17
7631,16
7632,2
7633,14
7634,12
7635,18
7636,18
7637,4
7638,14
7639,10
7640,0
7641,5
7642,8
7643,19
7644,9
7645,10
7646,10
7647,3
7648,4
7649,1
7650,10
7651,0
7652,2
7653,13
7654,2
7655,9
7656,15
7657,6
7658,2
7659,11
7660,1
7661,4
7662,17
7663,17
7664,3
7665,4
7666,12
7667,6
7668,15
7669,2
7670,19
7671,18
7672,9
7673,1
7674,17
7675,1
7676,11
7677,14
7678,16
7679,3
7680,11
7681,7
7682,9
7683,2
7684,15
7685,10
7686,9
7687,5
7688,9
7689,2
7690,15
7691,0
7692,18
7693,7
7694,5
7695,11
7696,4
7697,17
7698,15
7699,15
7700,10
7701,2
7702,17
7703,18
7704,12
7705,13
7706,13
7707,0
7708,17
7709,4
7710,8
7711,8
7712,13
7713,5
7714,5
7715,16
7716,8
7717,12
7718,12
7719,11
7720,17
7721,7
7722,3
7723,9
7724,9
7725,7
7726,11
7727,0
7728,3
7729,19
7730,8
7731,16
7732,18
7733,8
7734,0
7735,15
7736,1
7737,11
7738,16
7739,11
7740,11
7741,7
7742,14
7743,6
7744,16
7745,15
7746,3
7747,13
7748,3
7749,8
7750,19
7751,15
7752,10
7753,17
7754,3
7755,11
7756,13
7757,6
7758,17
7759,13
7760,2
7761,4
7762,6
7763,10
7764,8
7765,5
7766,16
7767,16
7768,13
7769,1
7770,2
7771,12
7772,4
7773,12
7774,0
7775,13
7776,9
7777,17
7778,13
7779,6
7780,9
7781,1
7782,0
7783,14
7784,1
7785,7
7786,5
7787,19
7788,7
7789,14
7790,9
7791,8
7792,11
7793,4
7794,19
7795,2
7796,3
7797,4
7798,5
7799,9
7800,9
7801,11
7802,8
7803,5
7804,5
7805,2
7806,10
7807,7
7808,4
7809,17
7810,10
7811,3
7812,2
7813,4
7814,15
7815,9
7816,6
7817,10
7818,8
7819,7
7820,11
7821,10
7822,11
7823,1
7824,10
7825,16
7826,1
7827,10
7828,17
7829,9
7830,16
7831,0
7832,6
7833,8
7834,11
7835,15
7836,18
7837,6
7838,14
7839,0
7840,7
7841,5
7842,15
7843,5
7844,7
7845,4
7846,5
7847,15
7848,14
7849,1
7850,11
7851,10
7852,2
7853,1
7854,14
7855,6
7856,15
7857,2
7858,14
7859,4
7860,6
7861,7
7862,7
7863,19
7864,1
7865,15
7866,7
7867,16
7868,4
7869,14
7870,6
7871,11
7872,0
7873,13
7874,10
7875,5
7876,7
7877,7
7878,7
7879,7
7880,0
7881,13
7882,13
7883,15
7884,7
7885,1
7886,12
7887,15
7888,12
7889,10
7890,12
7891,13
7892,16
7893,6
7894,0
7895,6
7896,17
7897,19
7898,5
7899,2
7900,16
7901,2
7902,19
7903,13
7904,11
7905,11
7906,4
7907,7
7908,16
7909,12
7910,16
7911,10
7912,3
7913,1
7914,10
7915,1
7916,5
7917,16
7918,18
7919,13
7920,7
7921,4
7922,7
7923,13
7924,9
7925,13
7926,2
7927,8
7928,7
7929,7
7930,2
7931,16
7932,8
7933,5
7934,11
7935,18
7936,8
7937,1
7938,17
7939,11
7940,12
7941,17
7942,10
7943,11
7944,11
7945,14
7946,8
7947,4
7948,1
7949,3
7950,9
7951,6
7952,9
7953,9
7954,17
7955,4
7956,18
7957,16
7958,9
7959,12
7960,0
7961,3
7962,8
7963,15
7964,8
7965,1
7966,12
7967,5
7968,15
7969,2
7970,12
7971,0
7972,5
7973,5
7974,9
7975,10
7976,18
7977,15
7978,15
7979,17
7980,4
7981,4
7982,7
7983,10
7984,10
7985,13
7986,19
7987,3
7988,16
7989,18
7990,6
7991,17
7992,11
7993,7
7994,8
7995,10
7996,1
7997,17
7998,0
7999,15
8000,18
8001,14
8002,3
8003,18
8004,0
8005,0
8006,14
8007,0
8008,16
8009,7
8010,5
8011,7
8012,6
8013,7
8014,13
8015,7
8016,15
8017,11
8018,16
8019,3
8020,14
8021,13
8022,8
8023,6
8024,15
8025,7
8026,12
8027,16
8028,18
8029,5
8030,5
8031,18
8032,10
8033,9
8034,15
8035,10
8036,3
8037,17
8038,5
8039,14
8040,2
8041,4
8042,17
8043,8
8044,13
8045,18
8046,15
8047,8
8048,5
8049,12
8050,10
8051,3
8052,4
8053,4
8054,7
8055,15
8056,17
8057,6
8058,10
8059,19
8060,3
8061,4
8062,6
8063,0
8064,5
8065,12
8066,13
8067,9
8068,15
8069,14
8070,18
8071,0
8072,1
8073,19
8074,2
8075,15
8076,9
8077,2
8078,8
8079,8
8080,2
8081,17
8082,10
8083,14
8084,8
8085,1
8086,16
8087,5
8088,4
8089,2
8090,10
8091,15
8092,3
8093,18
8094,5
8095,0
8096,10
8097,3
8098,19
8099,7
8100,12
8101,4
8102,11
8103,14
8104,7
8105,18
8106,0
8107,3
8108,6
8109,6
8110,3
8111,4
8112,5
8113,6
8114,16
8115,19
8116,13
8117,5
8118,15
8119,3
8120,9
8121,4
8122,6
8123,13
8124,6
8125,5
8126,2
8127,5
8128,16
8129,17
8130,19
8131,11
8132,0
8133,4
8134,8
8135,13
8136,11
8137,6
8138,10
8139,10
8140,5
8141,12
8142,14
8143,1
8144,5
8145,6
8146,15
8147,15
8148,1
8149,16
8150,7
8151,11
8152,10
8153,7
8154,9
8155,13
8156,2
8157,9
8158,16
8159,12
8160,9
8161,6
8162,7
8163,4
8164,1
8165,17
8166,3
8167,14
8168,4
8169,15
8170,0
8171,17
8172,1
8173,6
8174,7
8175,3
8176,11
8177,11
8178,8
8179,15
8180,10
8181,11
8182,9
8183,13
8184,19
8185,1
8186,17
8187,16
8188,12
8189,19
8190,17
8191,15
8192,12
8193,15
8194,9
8195,18
8196,19
8197,19
8198,0
8199,12
8200,19
8201,4
8202,13
8203,14
8204,10
8205,17
8206,17
8207,14
8208,15
8209,3
8210,13
8211,18
8212,6
8213,2
8214,16
8215,8
8216,2
8217,5
8218,18
8219,17
8220,4
8221,15
8222,15
8223,4
8224,17
8225,10
8226,4
8227,14
8228,15
8229,12
8230,17
8231,12
8232,1
8233,12
8234,19
8235,16
8236,15
8237,16
8238,15
8239,1
8240,0
8241,7
8242,4
8243,10
8244,4
8245,2
8246,6
8247,7
8248,7
8249,0
8250,9
8251,1
8252,17
8253,9
8254,13
8255,18
8256,4
8257,2
8258,7
8259,13
8260,2
8261,9
8262,5
8263,3
8264,3
8265,4
8266,7
8267,13
8268,18
8269,12
8270,2
8271,5
8272,17
8273,7
8274,7
8275,0
8276,8
8277,2
8278,3
8279,18
8280,2
8281,16
8282,7
8283,4
8284,14
8285,6
8286,17
8287,18
8288,13
8289,8
8290,14
8291,10
8292,15
8293,8
8294,0
8295,6
8296,18
8297,19
8298,12
8299,16
8300,5
8301,9
8302,13
8303,12
8304,15
8305,11
8306,16
8307,1
8308,11
8309,2
8310,1
8311,2
8312,11
8313,10
8314,0
8315,2
8316,16
8317,5
8318,15
8319,16
8320,6
8321,11
8322,10
8323,12
8324,11
8325,13
8326,4
8327,18
8328,9
8329,10
8330,3
8331,13
8332,4
8333,14
8334,15
8335,16
8336,18
8337,10
8338,17
8339,13
8340,16
8341,1
8342,13
8343,7
8344,4
8345,17
8346,7
8347,10
8348,2
8349,16
8350,17
8351,19
8352,9
8353,2
8354,16
8355,2
8356,18
8357,15
8358,17
8359,2
8360,0
8361,10
8362,0
8363,10
8364,7
8365,10
8366,19
8367,8
8368,11
8369,8
8370,10
8371,7
8372,7
8373,6
8374,1
8375,14
8376,5
8377,9
8378,1
8379,9
8380,1
8381,9
8382,7
8383,6
8384,2
8385,16
8386,14
8387,8
8388,11
8389,3
8390,16
8391,13
8392,10
8393,5
8394,4
8395,17
8396,9
8397,3
8398,12
8399,15
8400,12
8401,1
8402,16
8403,3
8404,14
8405,7
8406,11
8407,18
8408,0
8409,14
8410,14
8411,1
8412,4
8413,6
8414,4
8415,14
8416,10
8417,13
8418,15
8419,14
8420,7
8421,10
8422,16
8423,9
8424,2
8425,9
8426,8
8427,17
8428,6
8429,7
8430,11
8431,17
8432,9
8433,2
8434,3
8435,17
8436,16
8437,1
8438,9
8439,11
8440,11
8441,13
8442,7
8443,18
8444,14
8445,11
8446,7
8447,3
8448,10
8449,2
8450,2
8451,10
8452,5
8453,8
8454,11
8455,5
8456,0
8457,11
8458,11
8459,16
8460,11
8461,5
8462,14
8463,5
8464,3
8465,13
8466,19
8467,8
8468,6
8469,1
8470,7
8471,12
8472,14
8473,8
8474,16
8475,0
8476,2
8477,6
8478,17
8479,0
8480,18
8481,8
8482,11
8483,14
8484,6
8485,8
8486,4
8487,12
8488,0
8489,2
8490,1
8491,7
8492,0
8493,19
8494,7
8495,18
8496,4
8497,0
8498,6
8499,5
8500,15
8501,3
8502,7
8503,16
8504,1
8505,17
8506,3
8507,3
8508,14
8509,7
8510,0
8511,10
8512,11
8513,2
8514,0
8515,10
8516,14
8517,17
8518,17
8519,6
8520,13
8521,19
8522,1
8523,10
8524,3
8525,14
8526,11
8527,18
8528,6
8529,8
8530,14
8531,2
8532,18
8533,10
8534,11
8535,0
8536,7
8537,10
8538,17
8539,7
8540,0
8541,0
8542,8
8543,5
8544,3
8545,4
8546,8
8547,17
8548,0
8549,5
8550,13
8551,14
8552,2
8553,5
8554,4
8555,7
8556,11
8557,11
8558,14
8559,5
8560,4
8561,6
8562,9
8563,2
8564,6
8565,3
8566,2
8567,8
8568,8
8569,14
8570,2
8571,15
8572,5
8573,17
8574,11
8575,2
8576,9
8577,14
8578,11
8579,3
8580,11
8581,1
8582,19
8583,8
8584,6
8585,15
8586,11
8587,15
8588,5
8589,4
8590,7
8591,19
8592,1
8593,6
8594,5
8595,3
